numero,arquivo,artista,musica
16244,16244.mp4,FERNANDO E SOROCABA,NOTÍCIA BOA
16245,16245.mp4,GABRIEL DINIZ,PARAQUEDAS
16255,16255.mp4,HENRIQUE E DIEGO - SIMONE E SIMARIA,RASPÃO
16241,16241.mp4,HENRIQUE E JULIANO,CALAFRIO
16251,16251.mp4,HUMBERTO E RONALDO,AMIGO CACHACEIRO
16248,16248.mp4,IZA - MARCELO FALCÃO,PESADÃO
16252,16252.mp4,JORGE E MATEUS,MEDIDA CERTA
16253,16253.mp4,LUAN SANTANA - SANDY,MESMO SEM ESTAR
16243,16243.mp4,MARÍLIA MENDONÇA,DE QUEM É A CULPA
16246,16246.mp4,MARÍLIA MENDONÇA,AMANTE NÃO TEM LAR
16247,16247.mp4,PABLLO VITTAR,K.O
16249,16249.mp4,SIMONE E SIMARIA,REGIME FECHADO
16242,16242.mp4,VÍCTOR E LÉO,CAMINHOS DIFERENTES
16256,16256.mp4,LUCAS LIMA,DONA MARIA
16257,16257.mp4,CALCINHA PRETA,A CASA CAIU
16258,16258.mp4,IVETE SANGALO-WESLEY SAFADAO,A VONTADE
16259,16259.mp4,CLAUIDIA LEITE,BALDIN DE GELO
16260,16260.mp4,ZECA PAGODINHO,BRINCADEIRA TEM HORA
16261,16261.mp4,ZE NETO E CRISTIANO,CADEIRA DE AÇO
16262,16262.mp4,JOTA QUEST,DAQUI SO SE LEVA O AMOR
16263,16263.mp4,RENATO LUCIANO-NEY MATOGROSSO,DE TODA COR
16264,16264.mp4,TULIPA RAIZ,DIA A DIA LADO A LADO
16265,16265.mp4,TRIBALHISTA,DIASPORA
16266,16266.mp4,MAIARA E MARAISA,DOIS IDIOTAS
16267,16267.mp4,JOAO NOGUEIRA,ESPELHO
16268,16268.mp4,BRUNINHO E DAVI,FAIXA 3
16269,16269.mp4,SILVA,FELIZ E PONTO
16270,16270.mp4,TIÃS,GO BACK
16271,16271.mp4,GUSTAVO MIOTO,IMPRESSIONANDO OS ANJOS
16272,16272.mp4,CHIQUITITAS,MENTIRINHAS
16273,16273.mp4,RENATO E SEUS BLUE CAPS,MEU PRIMEIRO AMOR
16274,16274.mp4,ALCIONE,NEM MORTA
16275,16275.mp4,NANDO REIS,NOS SEUS OLHOS
16276,16276.mp4,MARIA ALCIMA,PRENDA O TADEU
16277,16277.mp4,CHARLIE BROWN JR,TUDO QUE ELA GOSTA DE ESCUTAR
16278,16278.mp4,FREJAT,TUDO SE TRANSFORMA
16279,16279.mp4,ED MOTTA,VAMOS DANÇAR
16298,16298.mp4,ANA VILELA,PROMETE
16290,16290.mp4,ANTONY E GABRIEL MUNHOZ E MARIANO,TE AMANDO MAIS QUE PINGA
16297,16297.mp4,ARNALDO ANTUNES,PÕE FÉ QUE JÁ É
16285,16285.mp4,ASA DE ÁGUIA,XÔ SATANÁS
16312,16312.mp4,BANDA UÓ - KAROL CONKA,DA1LIKE
16317,16317.mp4,BRUNA VIOLA - BRUNO E BARRETO,QUEM É QUE NÃO GOSTA
16299,16299.mp4,CAZUZA,QUANDO EU ESTIVER CANTANDO
16286,16286.mp4,FELIPE ARAÚJO,AMOR DA SUA CAMA
16309,16309.mp4,FRED E GUSTAVO - WESLEY SAFADÃO,A CULPA É DA BEBIDA
16281,16281.mp4,GUILHERME ARANTES,SEMENTE DA MARÉ
16287,16287.mp4,GUSTAVO MIOTO - JORGE E MATEUS,ANTIAMOR
16304,16304.mp4,IVETE SANGALO - MC LIVINHO,CHEGUEI PRA TE AMAR
16308,16308.mp4,IZA,TE PEGAR
16302,16302.mp4,JOJO MARONTTINNI,QUE TIRO FOI ESSE
16305,16305.mp4,JORGE E MATEUS,CONTRATO
16310,16310.mp4,JORGE E MATEUS,A GENTE NEM FICOU
16283,16283.mp4,JORGE VERCILO (VERCILLO),TALISMÃ SEM PAR
16316,16316.mp4,JOTA QUEST,PRA QUANDO VOCÊ SE LEMBRAR DE MIM
16319,16319.mp4,LUDMILLA - THIAGUINHO,SÓ VEM!
16307,16307.mp4,LUIZA POSSI,LEMBRA
16311,16311.mp4,MARCOS E BELUTTI - MARCIANO,ACEITO SUA DECISÃO
16318,16318.mp4,MARIA RITA,REZA
16313,16313.mp4,MARÍLIA MENDONÇA,ENTRE QUATRO PAREDES
16294,16294.mp4,MATHEUS E KAUAN,TÔ COM MORAL NO CÉU
16306,16306.mp4,MATHEUS E KAUAN - MC KEVINHO,DEIXA ELA BEIJAR
16288,16288.mp4,NAIARA AZEVEDO - IVETE SANGALO,AVISA QUE EU CHEGUEI
16315,16315.mp4,O TERNO,NÃO ESPERO MAIS
16291,16291.mp4,OMULU - DELANO,MENINA
16289,16289.mp4,OS DENTES,MEDO DE CARETA
16301,16301.mp4,PABLLO VITTAR - MATHEUS CARRILHO,CORPO SENSUAL
16293,16293.mp4,PAULINHO MOSKA,MINHA LÁGRIMA SALTA
16284,16284.mp4,PAULO MIKLOS,VOU TE ENCONTRAR
16295,16295.mp4,PRETA GIL - GAL COSTA,VÁ SE BENZER
16303,16303.mp4,ROBERTA CAMPOS,ABRIGO
16300,16300.mp4,SOLANGE ALMEIDA-GUSTTAVO LIMA,SINCERAMENTE
16314,16314.mp4,TIAGO IORC - MILTON NASCIMENTO,MAIS BONITO NÃO HÁ
16292,16292.mp4,TIÊ,MEXEU COMIGO
16320,16320.mp4,TRIBALISTAS,UM SÓ
16282,16282.mp4,WESLEY SAFADÃO,SONHEI QUE TAVA ME CASANDO
16296,16296.mp4,WESLEY SAFADÃO - MC KEVINHO,OLHA A EXPLOSÃO
16280,16280.mp4,ZE FELIPE-MC MENOR,VOCE NAO VALE NADA
19768,19768.mp4,ABBA,KNOWING ME KNOWING YOU
19795,19795.mp4,ACE OF BASE,THE SIGN
19769,19769.mp4,AIR SUPPLY,LONELY IS THE NIGHT
19762,19762.mp4,AMY LEE,DREAM TOO MUCH
19765,19765.mp4,AQUILO,I GAVE IT ALL
19798,19798.mp4,AVICII,WAITING FOR LOVE
19788,19788.mp4,BON JOVI,LIE TO ME
19775,19775.mp4,BRYAN ADAMS,STRAIGHT FROM THE HEART
19764,19764.mp4,CAMILA CABELLO - YOUNG THUG,HAVANA
19800,19800.mp4,DAVE MACLEAN,WE SAID GOODBYE
19784,19784.mp4,DEMIS ROUSSOS,"GOODBYE, MY LOVE, GOODBYE"
19770,19770.mp4,DUA LIPA,NEW RULES
19772,19772.mp4,ED SHEERAN,PERFECT
19782,19782.mp4,GNARS BARKLEY,CRAZY
19776,19776.mp4,IMAGINE DRAGONS,THUNDER
19794,19794.mp4,INFORMATION SOCIETY,RUNNING
19774,19774.mp4,JIMMY CLIFF,REBEL IN ME
19781,19781.mp4,JOEY SCARBURY,BELIEVE IT OR NOT
19761,19761.mp4,JOHN LENNON,(JUST LIKE) STARTING OVER
19786,19786.mp4,JOHNNY RIVERS,IT S TOO LATE
19767,19767.mp4,KOOL AND THE GANG,JOANNA
19791,19791.mp4,LADY GAGA,MILION REASONS
19771,19771.mp4,LANE BRODY,OVER YOU
19773,19773.mp4,LITTLE MIX - STORMZY,POWER
19779,19779.mp4,MAROON 5 - SZA,WHAT LOVERS DO
19763,19763.mp4,MARSHMELLO - ANNE MARIE,FRIENDS
19792,19792.mp4,MATCHBOX TWENTY,PUSH
19789,19789.mp4,MILEY CYRUS,MALIBU
19778,19778.mp4,PINK,WHAT ABOUT US
19797,19797.mp4,POISON,UNSKINNY BOP
19766,19766.mp4,RAG'N'BONE MAN,INNOCENT MAN
19787,19787.mp4,RAMONES,JUDY IS A PUNK
19793,19793.mp4,ROXETTE,QUEEN OF RAIN
19780,19780.mp4,SELENA GOMEZ - MARSHMELLO,WOLVES
19790,19790.mp4,SHAWN MENDES,MERCY
19785,19785.mp4,SIMPLY RED,IF YOU DON T KNOW ME BY NOW
19799,19799.mp4,SISTER SLEDGE,WE ARE FAMILY
19777,19777.mp4,SUSANNA HOFFS,UNCONDITIONAL LOVE
19783,19783.mp4,TAIO CRUZ,DYNAMITE
19796,19796.mp4,TOM TOM CLUB,UNDER THE BOARDWALK
16350,16350.mp4,GRUPO RAÇA,UNDER THE BOARDWALKMULHER DE AMIGO MEU
16323,16323.mp4,GUSTTAVO LIMA,APELIDO CARINHOSO
16352,16352.mp4,HENRIQUE E JULIANO,"NADA, NADA"
16322,16322.mp4,ADONIRAN BARBOSA,APAGA O FOGO MANÉ
16347,16347.mp4,AMADO BATISTA AMADO,CHANCE
16330,16330.mp4,ARNALDO ANTUNES,SAIBA
16346,16346.mp4,ATITUDE 67,CERVEJA DE GARRAFA (FUMAÇA QUE EU FAÇO)
16327,16327.mp4,BARÃO VERMELHO,FLORES DO MAL
16342,16342.mp4,CAPITAL INICIAL,NÃO ME OLHE ASSIM
16325,16325.mp4,DAY E LARA - MAIARA E MARAÍSA,ATÉ EX DUVIDA
16334,16334.mp4,DILSINHO,TROVÃO
16353,16353.mp4,DIOGO NOGUEIRA,PÉ NA AREIA
16357,16357.mp4,ELIZETH CARDOSO,EU BEBO SIM
16354,16354.mp4,FERRUGEM,PIRATA E TESOURO
16345,16345.mp4,GABY AMARANTOS,SOU+EU
16336,16336.mp4,ISRAEL NOVAES,A MOÇA NÃO ME QUER
16355,16355.mp4,JOÃO NETO E FREDERICO - SIMONE E SIMARIA,RAPARIGA NÃO
16335,16335.mp4,JOTA QUEST - MARCELO FALCÃO,VOCÊ PRECISA DE ALGUÉM
16331,16331.mp4,LUCAS LUCCO - THIAGO BRAVA,TAMANHO P
16339,16339.mp4,LUCY ALVES,DOCE COMPANHIA
16348,16348.mp4,LUDMILLA - MC PUPIO - MC DOGUINHA,DIN DIN DIN
16333,16333.mp4,MARÍLIA MENDONÇA - BRUNO E MARRONE,TRANSPLANTE
16337,16337.mp4,MATHEUS E KAUAN - ANITTA,AO VIVO E A CORES
16359,16359.mp4,MC KEVINHO - SIMONE E SIMARIA,TA TUM TUM
16328,16328.mp4,MELIM,MEU ABRIGO
16343,16343.mp4,MICHEL TELÓ,O MAR PAROU
16326,16326.mp4,NEGO DO BOREL - LUAN SANTANA,CONTATINHO
16338,16338.mp4,NINA FERNANDES,CRUEL
16332,16332.mp4,PAOLO - CLÁUDIA LEITTE,TE AMO TANTO
16341,16341.mp4,PAULA LIMA,MIL ESTRELAS
16329,16329.mp4,SANDY,RESPIRAR
16321,16321.mp4,TIÊ,AMULETO
16340,16340.mp4,TIM MAIA,ESSA TAL FELICIDADE
16360,16360.mp4,TITÃS,TODA COR
16356,16356.mp4,TRIBALISTAS,ALIANÇA
16344,16344.mp4,VITOR KLEY,O SOL
16351,16351.mp4,WANESSA CAMARGO,MULHER GATO
16324,16324.mp4,WESLEY SAFADÃO,AR CONDICIONADO NO 15
16358,16358.mp4,WESLEY SAFADÃO - ANITTA,ROMANCE COM SAFADEZA
16349,16349.mp4,ZÉ NETO E CRISTIANO,LARGADO ÀS TRAÇAS
16394,16394.mp4,ALAN E ALADIM,LIGUEI PRA DIZER QUE TE AMO
16371,16371.mp4,ANAVITÓRIA,"AI, AMOR"
16382,16382.mp4,BRUNO E BARRETO-MARCO FILHO BRASIL,BRUTO MEMO
16387,16387.mp4,CHARLIE BROWN JR.,ME ENCONTRA
16380,16380.mp4,CHIMARRUTS,SABER VOAR
16385,16385.mp4,DILSINHO-IVETE SANGALO,SABER VOAR
16379,16379.mp4,ENGENHEIROS DO HAWAÍ,NINGUÉM = NINGUÉM
16392,16392.mp4,FELIPE ARAÚJO-FERRUGEM,ATRASADINHA
16391,16391.mp4,GLÓRIA GROOVE-LÉO SANTANA,ARRASTA
16396,16396.mp4,GUSTTAVO LIMA,PONTO G
16362,16362.mp4,HENRIQUE E JULIANO,AQUELA PESSOA
16386,16386.mp4,HENRIQUE E JULIANO,MAIS AMOR E MENOS DRAMA
16384,16384.mp4,IMAGINASAMBA-SIMONE E SIMARIA,FICA
16369,16369.mp4,IVETE SANGALO - MARCELO CAMELO,TEUS OLHOS
16368,16368.mp4,JOÃO BOSCO E VINÍCIUS,SUPER HOMEM CHORA
16374,16374.mp4,JOÃO MINEIRO E MARCIANO,AS PAREDES AZUIS
16390,16390.mp4,JOELMA,VOANDO PRO PARÁ
16383,16383.mp4,JORGE ARAGÃO-SANDRA DE SÁ,ENREDO MEU SAMBA
16365,16365.mp4,JORGE E MATEUS,PROPAGANDA
16400,16400.mp4,KARAMETADE,TODA MULHER
16389,16389.mp4,LÉO MAGALHÃES,OI
16377,16377.mp4,LUAN SANTANA,MC LENÇOL E DJ TRAVESSEIRO
16364,16364.mp4,MAIARA E MARAÍSA,NO DIA DO SEU CASAMENTO
16388,16388.mp4,MANO WALTER,NÃO DEIXO NÃO
16375,16375.mp4,MARÍLIA MENDONÇA,AUSÊNCIA
16395,16395.mp4,MELIM,OUVI DIZER
16378,16378.mp4,MICHEL TELÓ - MAIARA E MARAÍSA,MODÃO DUÍDO
16366,16366.mp4,MOLEJO,SAMBA ROCK DO MOLEJÃO
16393,16393.mp4,MUNDO BITA,FAZENDINHA
16381,16381.mp4,OUTRO EU - SANDY,AI DE MIM
16397,16397.mp4,PABLO VITTAR,PROBLEMA SEU
16363,16363.mp4,PAULINHO MOSKA,MINHA LÁGRIMA SALTA
16398,16398.mp4,RENATO E SEUS BLUE CAPS,QUANDO A CIDADE DORME
16399,16399.mp4,SEU JORGE,SEU OLHAR
16376,16376.mp4,SILVA - ANITTA,FICA TUDO BEM
16372,16372.mp4,SKANK,ALGO PARECIDO
16370,16370.mp4,TIM MAIA,"VOCÊ E EU, EU E VOCÊ (JUNTINHO)"
16367,16367.mp4,TONI GARRIDO,SOU VOCÊ
16361,16361.mp4,WESLEY SAFADÃO - ALDAIR PLAYBOY - MC KEVINHO,AMOR FALSO
16373,16373.mp4,ZÉ NETO E CRISTIANO,AMIGO TAXISTA
16401,16401.mp4,WANDERELY ANDRADE,CONQUISTA
16429,16429.mp4,WESLEY SAFADÃO,SÓ PRA CASTIGAR
16408,16408.mp4,XAND AVIÃO - LUCAS LUCCO - DENNIS DJ,SE ORGANIZAR TODO MUNDO PEGA
16407,16407.mp4,ZÉ NETO E CRISTIANO,MULHER MARAVILHA
16415,16415.mp4,ZÉ NETO E CRISTIANO,STATUS QUE EU NÃO QUERIA
16418,16418.mp4,GUILHERME ARANTES,MANIA DE POSSUIR
16440,16440.mp4,GUSTTAVO LIMA,ZÉ DA RECAÍDA
16409,16409.mp4,HARMONIA DO SAMBA,TIC NERVOSO
16439,16439.mp4,HENRIQUE E DIEGO,SENHA DO CELULAR
16414,16414.mp4,HENRIQUE E JULIANO,QUEM PEGOU PEGOU
16412,16412.mp4,HUMBERTO E RONALDO - JERRY SMITH,NÃO FALA NÃO PRA MIM
16425,16425.mp4,IVETE SANGALO,TELEGUIADO
16417,16417.mp4,IZA,GINGA
16405,16405.mp4,JOTA QUEST,MAIS UMA VEZ
16434,16434.mp4,KELL SMITH,GIRASSOL
16430,16430.mp4,MANEVA,TÔ DE PÉ
16428,16428.mp4,MARCIA FELLIPE - JERRY SMITH,QUEM ME DERA
16404,16404.mp4,MARÍLIA MENDONÇA,ESTRANHO
16427,16427.mp4,MC KEVINHO - MC KEKEL,O BEBÊ
16413,16413.mp4,MICHEL TELÓ,POR TRAS DA MAQUIAGEM
16422,16422.mp4,ROBERTO CARLOS,CHEGASTE
16406,16406.mp4,SANDY,MORADA
16403,16403.mp4,SIMONE E SIMARIA,DUVIDO VOCÊ NÃO TOMAR UMA
16423,16423.mp4,SOPHIA VALVERDE E CORO POLIANA,O MEU NOME É POLIANA
16438,16438.mp4,THIAGUINHO,PONTO FRACO
16433,16433.mp4,TIAGO IORC,DIA ESPECIAL
16402,16402.mp4,TITÃS,DIVERSÃO
16421,16421.mp4,TITÃS,BICHOS ESCROTOS
16410,16410.mp4,TRIO PARADA DURA,ÚLTIMO ADEUS
16436,16436.mp4,VITOR KLEY,MORENA
16437,16437.mp4,ANITTA,NÃO PERCO MEU TEMPO
16411,16411.mp4,AVIÕES DO FORRÓ,INQUILINA
16416,16416.mp4,BANDA DO MAR,DIA CLAREAR
16432,16432.mp4,BRUNO E MARRONE,BEIJO DE VARANDA
16435,16435.mp4,CAETANO VELOSO,ISTO AQUI O QUE É
16431,16431.mp4,CLAUDIA LEITTE,BALANCINHO
16424,16424.mp4,DILSINHO,REFÉM
16419,16419.mp4,FERRUGEM,NAMORADO
16426,16426.mp4,GABRIEL DINIZ,JENIFER
16420,16420.mp4,LEGIÃO URBANA,SÓ POR HOJE
19801,19801.mp4,JUSTIN TIMBERLAKE,CANT STOP THE FEELING!
19802,19802.mp4,MADONNA,DEEPER AND DEEPER
19803,19803.mp4,RICHARD MARX,HAZARD
19804,19804.mp4,SPICE GIRLS,HEADLINES (FRIENDSHIP NEVER ENDS)
19805,19805.mp4,GIGI DAGOSTINO,ILL FLY WITH YOU
19806,19806.mp4,BLONDIE,MARIA
19807,19807.mp4,"10,000 MANIACS",MORE THAN THIS
19808,19808.mp4,ANITA WARD,RING MY BELL
19809,19809.mp4,RIHANNA,SHUT UP AND DRIVE
19810,19810.mp4,DIDO,WHITE FLAG
19811,19811.mp4,COLDPLAY,ADVENTURE OF A LIFETIME
19812,19812.mp4,CHARLIE PUTH,ATTENTION
19813,19813.mp4,LIMP BIZKIT,BEHIND BLUE EYES
19814,19814.mp4,U2,DESIRE
19815,19815.mp4,BRITNEY SPEARS,DO SOMETHIN
19816,19816.mp4,MAROON 5,DONT WANNA KNOW
19817,19817.mp4,MADONNA,DRESS YOU UP
19818,19818.mp4,LUIS FONSI,ECHAME LA CULPA
19819,19819.mp4,CHERYL LYNN,GOT TO BE REAL
19820,19820.mp4,ALOK,HEAR ME NOW
19821,19821.mp4,DUA LIPA,IDGAF
19822,19822.mp4,WHITNEY HOUSTON,IM EVERY WOMAN
19823,19823.mp4,LILLO THOMAS,JUST MY IMAGINATION (RUNNING AWAY WITH ME)
19824,19824.mp4,BEBE REXHA,MEANT TO BE
19825,19825.mp4,CAMILA CABELLO,NEVER BE THE SAME
19826,19826.mp4,ARIANA GRANDE,NO TEARS LEFT TO CRY
19827,19827.mp4,LIVE,OPERATION SPIRIT
19828,19828.mp4,CNCO,REGGAETON LENTO (REMIX)
19829,19829.mp4,JOSS STONE,RIGHT TO BE WRONG
19830,19830.mp4,RAMONES,ROCK N ROLL HIGH SCHOOL
19831,19831.mp4,JUSTIN TIMBERLAKE,SAY SOMETHING
19832,19832.mp4,SIMPLE PLAN,SHUT UP
19833,19833.mp4,HARRY STYLES,SIGN OF THE TIMES
19834,19834.mp4,COLDPLAY,SOMETHING JUST LIKE THIS
19835,19835.mp4,DEMI LOVATO,SORRY NOT SORRY
19836,19836.mp4,FIFTH HARMONY,THATS MY GIRL
19837,19837.mp4,SHAWN MENDES,THERES NOTHING HOLDIN ME BACK
19838,19838.mp4,SUZANNE VEGA,TOMS DINNER
19839,19839.mp4,SAM SMITH,TOO GOOD AT GOODBYES
19840,19840.mp4,ELVIS PRESLEY,TROUBLE
19841,19841.mp4,CALVIN HARRIS - JOHN NEWMAN,BLAME
19842,19842.mp4,KOOL AND THE GANG,CHERISH
19843,19843.mp4,MAROON 5,COLD
19844,19844.mp4,STEVIE WONDER,DONT YOU WORRY BOUT A THING
19845,19845.mp4,LAURA BRANIGAN,GLORIA
19846,19846.mp4,ALICIA BRIDGES,I LOVE THE NIGHTLIFE
19847,19847.mp4,BEATLES (THE),I SHOULD HAVE KNOWN BETTER
19848,19848.mp4,SUSAN TEDESCHI,IT HURT SO BAD
19849,19849.mp4,INFORMATION SOCIETY,REPETITION
19850,19850.mp4,TOTO,ROSANNA
19851,19851.mp4,CAPITAL CITIES,SAFE AND SOUND
19852,19852.mp4,5 SECONDS OF SUMMER,SHE LOOKS SO PERFECT
19853,19853.mp4,A-HA,STAY ON THESE ROADS
19854,19854.mp4,LIMAHL,THE NEVER ENDING STORY
19855,19855.mp4,JOSH TURNER,YOUR MAN
19856,19856.mp4,GAVIN JAMES,ALWAYS
19857,19857.mp4,ALOK - MATHIEU KOSS,BIG JET PLANE
19858,19858.mp4,NARADA MICHAEL WALDEN - PATTI AUSTIN,GIMME GIMME GIMME
19859,19859.mp4,FIREHOUSE,I LIVE MY LIFE FOR YOU
19860,19860.mp4,B-52'S (THE),LEGAL TENDER
19861,19861.mp4,JANIS JOPLIN,MERCEDES BENZ
19862,19862.mp4,LITTLE MIX,MOVE
19863,19863.mp4,LIVE,PAIN LIES ON THE RIVERSIDE
19864,19864.mp4,ZEDD - GREY - MAREN MORRIS,THE MIDDLE
19865,19865.mp4,KATY PERRY,THINKING OF YOU
19866,19866.mp4,DEMI LOVATO,THIS IS ME
19867,19867.mp4,THE WANTED,WALKS LIKE RIHANNA
19868,19868.mp4,AUSTIN MAHONE,WHAT ABOUT LOVE
19869,19869.mp4,LINKIN PARK,WHAT I VE DONE
19870,19870.mp4,METALLICA,WHISKEY IN THE JAR
19871,19871.mp4,TONI BRAXTON,ANOTHER SAD LOVE SONG
19872,19872.mp4,APACHE INDIAN,BOOM SHACK-A-LAK
19873,19873.mp4,KORN,FREAK ON A LEASH
19874,19874.mp4,NICKELBACK,HOW YOU REMIND ME
19875,19875.mp4,BLISS,I HEAR YOU CALL
19876,19876.mp4,AEROSMITH,LIVIN ON THE EDGE
19877,19877.mp4,JIMMY CLIFF,PEACE
19878,19878.mp4,SUBLIME,SANTERIA
19879,19879.mp4,ROXETTE,SLEEPING IN MY CAR
19880,19880.mp4,NEW KIDS ON THE BLOCK,TONIGHT
16441,16441.mp4,TRIO PARADA DURA,BARCO DE PAPEL
16442,16442.mp4,TITÃS,DESORDEM
16443,16443.mp4,EDNARDO,ENQUANTO ENGOMA A CALÇA
16444,16444.mp4,BANDA REFLEXUS,MADAGASCAR OLODUM
16445,16445.mp4,JOÃO MINEIRO E MARCIANO,NO MESMO LUGAR (COISA ESTRANHA)
16446,16446.mp4,ZECA PAGODINHO,ÁGUA DA MINHA SEDE
16447,16447.mp4,SANDY - LUCAS LIMA,AREIA
16448,16448.mp4,LUDMILLA - FELIPE ARAÚJO,CLICHÊ
16449,16449.mp4,RAIMUNDOS,EU QUERO VER O OCO
16450,16450.mp4,JORGE E MATEUS,FOGUEIRA
16451,16451.mp4,MANO WALTER,JURAMENTO DO DEDINHO
16452,16452.mp4,ZÉ NETO E CRISTIANO,NOTIFICAÇÃO PREFERIDA
16453,16453.mp4,MAIARA E MARAÍSA,QUEM ENSINOU FUI EU
16454,16454.mp4,GILBERTO E GILMAR,SÓ MAIS UMA VEZ
16455,16455.mp4,VANESSA DA MATA,VERMELHO
16456,16456.mp4,TRIO PARADA DURA - MARÍLIA MENDONÇA,ACEITA QUE DÓI MENOS
16457,16457.mp4,TURMA DO PAGODE,COBERTOR DE ORELHA
16458,16458.mp4,GUSTAVO MIOTO,CONTRAMÃO
16459,16459.mp4,PÉRICLES,"DANÇA DO BOLE, BOLE"
16460,164600.mp4,JASPION,JASPION
16461,16461.mp4,EDUARDO COSTA,PRONTO FALEI
16462,16462.mp4,SIMONE E SIMARIA,QUALIDADE DE VIDA
16463,16463.mp4,GUSTTAVO LIMA,QUEM VEM DE LONGE
16464,16464.mp4,ART POPULAR,SEM ABUSO
16465,16465.mp4,LUAN SANTANA,VINGANÇA
16466,16466.mp4,ROUPA NOVA,A PAZ
16467,16467.mp4,IZA,DONA DE MIM
16468,16468.mp4,SORRISO MAROTO,ESCONDIDO DOS SEUS PAIS
16469,16469.mp4,PAULO MIKLOS,ESTOU PRONTO
16470,16470.mp4,CAPITAL INICIAL,INVISÍVEL
16471,16471.mp4,IVETE SANGALO - CLAUDIA LEITTE,LAMBADA (CORPO MOLINHO)
16472,16472.mp4,JOÃO NETO E FREDERICO,MEIO SEU
16473,16473.mp4,SIMONE E SIMARIA,PÁSSARO NOTURNO
16474,16474.mp4,DILSINHO,PÉSSIMO NEGÓCIO
16475,16475.mp4,ZÉ RAMALHO,PROCURANDO A ESTRELA
16476,16476.mp4,FERNANDA ABREU,RIO 40 GRAUS
16477,16477.mp4,GABRIEL DINIZ,SAFADEZINHA
16478,16478.mp4,YASMIN SANTOS,SAUDADE NÍVEL HARD
16479,16479.mp4,MONIQUE KESSOUS,SINCERAMENTE
16480,16480.mp4,ANITTA,TERREMOTO
16481,16481.mp4,JOAO NETO E FREDERICO - MC KEVINHO,CE ACREDITA
16482,16482.mp4,LUDMILLA - ANITTA,FAVELA CHEGOU
16483,16483.mp4,JOTA QUEST,MORRER DE AMOR
16484,16484.mp4,ZECA PAGODINHO,NAO SOU MAIS DISSO
16485,16485.mp4,WHADI GAMA,PISCININHA AMOR
16486,16486.mp4,JERRY SMITH - WESLEY SAFADAO,QUEM TEM O DOM
16487,16487.mp4,LUAN SANTANA - JORGE E MATEUS,SOFAZINHO
16488,16488.mp4,GUSTAVO MIOTO,SOLTEIRO NAO TRAI
16489,16489.mp4,DENNIS DJ - BRUNO MARTINI - VITIN,SOU TEU FA
16490,16490.mp4,XAND AVIAO,UBER
16491,16491.mp4,GUSTTAVO LIMA,CEM MIL
16492,16492.mp4,GLORIA GROOVE,COISA BOA
16493,16493.mp4,MELIM,DOIS CORACOES
16494,16494.mp4,FERRUGEM,ENSABOADO
16495,16495.mp4,IZA,ESSE BRILHO E MEU
16496,16496.mp4,IRA,POBRE PAULISTA
16497,16497.mp4,PIXOTE,SAUDADE ARREGACA
16498,16498.mp4,WEM - ROBERTA CAMPOS,SE EU TE ENCONTRAR
16499,16499.mp4,TRIBALISTAS,SEM VOCE
16500,16500.mp4,JORGE E MATEUS,TERRA SEM CEP
16501,16501.mp4,VITOR KLEY,ADRENALIZOU
16502,16502.mp4,MARILIA MENDONCA,CIUMEIRA
16503,16503.mp4,LAUANA PRADO - MAIARA E MARAISA,COBAIA
16504,16504.mp4,ZE NETO E CRISTIANO,DERRETER A ALIANCA
16505,16505.mp4,THIAGUINHO,DOMINGANDO
16506,16506.mp4,IVETE SANGALO - MARILIA MENDONCA,O NOSSO AMOR VENCEU
16507,16507.mp4,SANDY - ANAVITORIA,PRA ME REFAZER
16508,16508.mp4,NX ZERO,SO REZO
16509,16509.mp4,ENZO RABELO - ZE FELIPE,TIJOLINHO POR TIJOLINHO
16510,16510.mp4,FERNANDO E SOROCABA - MAIARA E MARAISA,ZONA DE RISCO
16511,16511.mp4,DE MARIA - LUIZA POSSI,AMANHECEU
16512,16512.mp4,SERGIO REIS,COURO DE BOI
16513,16513.mp4,ROBERTA SA - GILBERTO GIL - JORGE BEN JOR,ELA DIZ QUE ME AMA
16514,16514.mp4,GABRIEL ELIAS,FIZ ESSE SOM PRA VOCE
16515,16515.mp4,AMADO BATISTA,FOLHA SECA
16516,16516.mp4,BETH CARVALHO,MALANDRO SOU EU
16517,16517.mp4,ANA CLARA - ATITUDE 67,PAGINA MARCADA
16518,16518.mp4,TURMA DO PAGODE - HENRIQUE E DIEGO,PESQUISA NO GOOGLE
16519,16519.mp4,ULTRAJE A RIGOR,REBELDE SEM CAUSA
16520,16520.mp4,MC KEVIN - GUSTTAVO LIMA,SALVOU MEU DIA
19902,19902.mp4,ALANIS MORISSETTE,OFFER
19898,19898.mp4,AVRIL LAVIGNE,LOSING GRIP
19906,19906.mp4,BEATLES (THE),ROCK AND ROLL MUSIC
19887,19887.mp4,BEYONCE,LOVE ON TOP
19891,19891.mp4,BON JOVI,BORN TO BE MY BABY
19903,19903.mp4,BRENDA RUSSELL,PIANO IN THE DARK
19894,19894.mp4,CALVIN HARRIS,FEEL SO CLOSE
19886,19886.mp4,CHARLENE,IVE NEVER BEEN TO ME
19913,19913.mp4,COLIN HAY BAND,INTO MY LIFE
19919,19919.mp4,DAVE MACLEAN,WE SAID GOODBYE
19892,19892.mp4,DEMI LOVATO,COOL FOR THE SUMMER
